image_path,label
OriginalImages\260\20130131_154452.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130201_154501.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130201_184457.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130202_134504.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130202_144449.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130202_191454.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130204_184449.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130204_221453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130205_151457.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130205_161448.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130207_211453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130208_161450.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130208_181453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130208_184450.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130209_124458.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130209_211502.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130210_134500.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130210_191450.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130211_134502.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130211_181452.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130212_194450.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130212_201455.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130213_141454.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130213_154454.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130214_121458.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130214_144453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130214_161500.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130214_211447.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130215_141456.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130215_154452.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130215_181450.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130216_171455.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130216_201451.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130216_204451.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130216_231454.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130217_171451.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130217_211455.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130218_124457.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130218_134455.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130218_201458.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130219_154453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130219_211452.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130221_114459.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130221_231451.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130222_164449.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130222_231448.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130223_154455.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130223_201457.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130223_221447.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130224_131453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130224_161501.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130226_114451.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130226_201450.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130227_124457.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130227_184454.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130227_214458.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130228_184452.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130301_114454.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130301_124446.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130302_134452.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130302_154450.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130302_204455.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130302_211455.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130303_161501.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130303_164452.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130303_184459.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130303_231458.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130304_131455.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130304_174452.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130304_184454.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130304_224454.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130305_161459.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130305_171452.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130305_201457.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130305_204454.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130306_181452.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130307_124451.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130308_121501.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130308_191447.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130308_231456.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130310_111450.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130310_164455.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130312_131455.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130312_171502.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130312_221453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130314_124448.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130314_134454.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130314_231449.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130314_234454.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130315_234458.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130316_114457.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130316_141451.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130316_151457.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130316_201459.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130317_111457.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130317_121453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130317_141458.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130317_201451.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130319_114457.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130319_144503.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130319_211501.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130320_131448.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130320_191453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130320_211501.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130320_231451.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130321_134455.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130321_211457.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130322_184458.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130323_141455.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130323_154455.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130323_161501.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130324_121452.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130324_171458.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130324_191502.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130325_184453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130325_231453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130326_144459.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130326_214449.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130327_181456.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130327_201456.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130327_224452.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130328_134501.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130328_194456.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130328_204450.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130329_191502.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130329_194459.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130330_151459.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130330_224455.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130331_114455.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130331_134453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130331_164458.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130401_154449.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130401_214450.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130401_231452.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130402_151459.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130402_194452.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130403_154454.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130403_161453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130403_191453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130403_231456.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130404_121449.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130404_171453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130404_184500.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130405_104454.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130405_191451.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130407_154451.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130407_184454.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130407_214458.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130408_111459.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130408_154454.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130408_171457.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130409_174500.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130409_191457.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130410_111449.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130410_134455.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130410_171501.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130411_111456.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130411_121455.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130411_154455.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130412_134503.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130412_144456.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130412_194453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130413_111454.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130413_134450.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130414_194504.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130414_214501.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130415_111452.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130415_231455.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130416_104454.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130416_154501.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130416_204457.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130417_001454.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130417_114452.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130417_141451.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130417_204450.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130418_104456.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130418_151455.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130418_174457.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130419_121459.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130419_174500.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130419_194459.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130419_224458.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130419_234456.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130420_144453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130420_151454.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130420_181503.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130420_204452.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130421_134451.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130421_201457.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130421_221458.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130422_111505.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130422_134500.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130422_151457.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130422_161459.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130423_124503.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130423_171459.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130424_121458.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130424_151500.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130424_181500.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130425_114448.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130425_124456.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130425_144455.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130425_154502.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130426_144453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130427_161503.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130427_181459.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130427_191451.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130428_171456.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130428_224452.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130429_171458.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130429_181500.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130429_224449.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130430_104458.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130430_161452.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130430_224455.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130430_231450.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130501_151458.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130501_191454.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130501_194459.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130501_204459.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130502_114456.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130502_161449.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130503_101459.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130503_104456.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130503_174458.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130503_201456.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130504_144459.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130504_231453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130505_004453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130505_154454.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130505_174501.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130505_184456.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130506_121450.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130506_161501.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130506_184457.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130507_144459.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130507_191459.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130507_221446.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130508_111454.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130508_141451.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130509_134450.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130509_151504.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130509_161506.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130509_211453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130510_181451.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130510_191455.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130511_171459.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130511_194450.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130513_121456.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130513_201451.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130513_234454.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130514_104450.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130514_224449.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130514_234455.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130515_124452.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130516_104456.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130516_141451.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130516_181452.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130516_201457.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130517_111459.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130518_001501.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130518_124458.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130518_214453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130519_001450.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130519_161453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130519_224456.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130520_094455.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130520_151456.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130520_174505.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130520_201455.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130521_114448.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130521_151458.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130521_184458.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130522_181458.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130522_191452.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130523_004449.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130523_111459.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130523_184453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130523_224449.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130524_114505.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130524_134451.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130524_174451.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130524_191450.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130524_204447.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130526_154454.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130526_201449.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130526_231456.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130527_111457.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130527_191457.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130528_194500.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130528_224456.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130528_234451.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130529_131454.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130530_094459.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130604_154459.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130604_184501.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130604_191448.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130604_234459.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130605_154459.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130606_144450.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130606_154449.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130606_201453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130606_224456.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130607_134501.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130607_234457.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130608_121457.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130608_124454.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130608_161457.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130609_001500.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130609_094459.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130609_114453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130609_194455.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130610_111452.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130610_154450.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130611_094451.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130611_101501.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130611_194454.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130611_204505.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130612_111455.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130612_151449.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130612_174456.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130612_224500.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130613_114502.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130613_134457.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130613_171458.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130614_011454.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130614_104459.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130614_174458.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130614_191453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130615_104453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130615_231459.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130615_234453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130616_131458.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130616_154458.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130616_184454.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130617_134454.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130617_144504.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130617_164456.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130617_171451.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130617_181457.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130618_094451.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130618_101502.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130619_104502.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130619_124451.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130620_114452.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130620_154459.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130620_204457.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130620_221452.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130621_004458.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130621_094455.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130621_104449.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130621_151501.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130621_214452.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130622_111453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130622_221456.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130622_231456.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130623_101450.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130623_131452.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130623_164453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130623_224454.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130623_231457.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130624_094447.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130624_121458.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130624_141452.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130625_011458.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130625_104452.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130625_141453.jpg,ValidationImages\Skyfinder\260.png
OriginalImages\260\20130625_221459.jpg,ValidationImages\Skyfinder\260.png
